analysis_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms,amenities,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication
7745,Cuauhtémoc,19.4329200,-99.1481800,Entire condo,Entire home/apt,6,2.00,3.00,2.00,"[""Self check-in"", ""City skyline view"", ""Dining table"", ""Smart lock"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Window guards"", ""Hot water"", ""139 inch HDTV with Netflix, HBO Max, Roku"", ""Microwave"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""Free parking on premises"", ""Cleaning products"", ""Extra pillows and blankets"", ""LG refrigerator"", ""Luggage dropoff allowed"", ""Paid parking lot off premises"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Freezer"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""MABE oven"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Mabe gas stove""]",1168.00,255.00,297840.00,4.82,4.78,4.77,4.76,4.85
7746,Cuauhtémoc,19.4237700,-99.1714100,Room in aparthotel,Private room,2,0.00,1.00,1.00,"[""Exterior security cameras on property"", ""Resort access"", ""Shared pool"", ""Washer"", ""Self check-in"", ""Building staff"", ""Kitchen"", ""Coffee maker"", ""BBQ grill"", ""Outdoor dining area"", ""Free parking on premises"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""TV"", ""Exercise equipment"", ""Refrigerator"", ""Shared hot tub""]",1199.00,0.00,0.00,4.76,4.85,4.91,4.82,4.56
7747,Cuauhtémoc,19.4255100,-99.1699900,Room in hotel,Private room,2,0.00,1.00,1.00,"[""Exterior security cameras on property"", ""Resort access"", ""TV"", ""Self check-in"", ""City skyline view"", ""Kitchen"", ""Coffee maker"", ""BBQ grill"", ""Outdoor dining area"", ""Dishes and silverware"", ""Free parking on premises"", ""Building staff"", ""Free washer \u2013 In building"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Refrigerator""]",1199.00,0.00,0.00,4.76,4.82,4.96,4.80,4.38
7748,Cuauhtémoc,19.4240000,-99.1718900,Room in hotel,Private room,2,0.00,1.00,1.00,"[""Exterior security cameras on property"", ""Shared pool"", ""Washer"", ""Self check-in"", ""Building staff"", ""Kitchen"", ""BBQ grill"", ""Outdoor dining area"", ""Free parking on premises"", ""Wifi"", ""Dedicated workspace"", ""Patio or balcony"", ""Fire extinguisher"", ""TV"", ""Exercise equipment"", ""Refrigerator"", ""Shared hot tub""]",1199.00,0.00,0.00,4.42,4.74,4.79,4.32,3.79
7749,Cuauhtémoc,19.4028600,-99.1626200,Entire rental unit,Entire home/apt,2,1.00,2.00,1.00,"[""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Room-darkening shades"", ""Free washer \u2013 In building"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Fire extinguisher"", ""Body soap"", ""Kitchen"", ""Drying rack for clothing"", ""Cleaning products"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Free street parking"", ""Mabe stainless steel gas stove"", ""Paid parking lot off premises"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Bathtub"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Shared patio or balcony"", ""81 inch HDTV with Roku, Netflix, Amazon Prime Video"", ""Portable fans""]",686.00,255.00,174930.00,4.75,4.68,4.75,4.75,4.90
7750,Miguel Hidalgo,19.4323026,-99.1781032,Private room in townhouse,Private room,2,1.00,1.00,1.00,"[""Self check-in"", ""Private hot tub"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Building staff"", ""Body soap"", ""TV"", ""Shampoo"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Hair dryer"", ""Portable fans"", ""Conditioner""]",2425.00,12.00,29100.00,4.57,4.50,4.83,4.41,4.76
7751,Miguel Hidalgo,19.4323026,-99.1781032,Private room in townhouse,Private room,2,1.00,1.00,1.00,"[""Private entrance"", ""Self check-in"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Building staff"", ""Body soap"", ""TV"", ""Shampoo"", ""Iron"", ""Clothing storage"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Hair dryer"", ""Portable fans"", ""Conditioner""]",1200.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00
7752,Miguel Hidalgo,19.4323026,-99.1781032,Private room in townhouse,Private room,2,1.00,1.00,1.00,"[""Private entrance"", ""Self check-in"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Building staff"", ""Body soap"", ""TV"", ""Shampoo"", ""Iron"", ""Clothing storage"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Hair dryer"", ""Portable fans"", ""Conditioner""]",1920.00,0.00,0.00,4.91,4.82,4.91,4.64,4.91
7753,Cuauhtémoc,19.4136622,-99.1611668,Private room in condo,Private room,1,1.00,1.00,3.00,"[""Self check-in"", ""Outdoor dining area"", ""Room-darkening shades"", ""Keypad"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Kitchenette"", ""Extra pillows and blankets"", ""Coffee"", ""Bed linens"", ""Smoke alarm"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Coffee maker"", ""Shared patio or balcony"", ""Portable fans"", ""Mini fridge""]",319.00,255.00,81345.00,4.80,4.87,4.97,4.86,4.97
7754,Cuauhtémoc,19.4376869,-99.1546478,Entire rental unit,Entire home/apt,3,1.00,2.00,1.00,"[""Whirlpool refrigerator"", ""Mabe stainless steel stove"", ""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Self check-in"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Books and reading material"", ""Free driveway parking on premises \u2013 1 space"", ""Kitchen"", ""Lockbox"", ""Drying rack for clothing"", ""Cleaning products"", ""Board games"", ""Extra pillows and blankets"", ""TV"", ""Shampoo"", ""Wine glasses"", ""Mabe stainless steel oven"", ""Iron"", ""Shower gel"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Freezer"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Conditioner"", ""Pets allowed""]",1350.00,78.00,105300.00,4.80,4.80,4.85,4.71,4.75
7755,Benito Juárez,19.3749100,-99.1900400,Entire guesthouse,Entire home/apt,4,1.00,2.00,1.00,"[""Laundromat nearby"", ""Self check-in"", ""Smart lock"", ""Room-darkening shades"", ""Shared backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""Stove"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Crib"", ""Ethernet connection"", ""Freezer"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Conditioner""]",798.00,252.00,201096.00,4.85,4.69,4.88,4.82,4.90
7756,Miguel Hidalgo,19.4376300,-99.2012700,Entire condo,Entire home/apt,4,2.00,3.00,2.50,"[""Private entrance"", ""City skyline view"", ""Dining table"", ""Stainless steel oven"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Cleaning products"", ""EV charger"", ""Host greets you"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""High chair - available upon request"", ""Shared backyard"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Coffee"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Shared outdoor pool - open specific hours"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Free dryer"", ""Conditioner""]",2503.00,255.00,638265.00,4.86,4.88,4.92,4.83,4.91
7757,Tlalpan,19.2196000,-99.2105100,Entire cabin,Entire home/apt,8,2.00,4.00,3.50,"[""City skyline view"", ""Dining table"", ""Outdoor dining area"", ""Private sauna"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Mountain view"", ""Body soap"", ""Kitchen"", ""Drying rack for clothing"", ""Free parking on premises"", ""Host greets you"", ""Gas stove"", ""Shared backyard \u2013 Not fully fenced"", ""Portable heater"", ""TV with Netflix"", ""Oven"", ""Shampoo"", ""Iron"", ""BBQ grill: wood-burning"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Indoor fireplace: wood-burning"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Pool table"", ""Pets allowed""]",1760.00,198.00,348480.00,4.85,4.76,4.72,4.70,4.96
7758,Iztapalapa,19.3550700,-99.0853600,Private room in serviced apartment,Private room,1,1.00,1.00,1.00,"[""Laundromat nearby"", ""Self check-in"", ""Dining table"", ""Room-darkening shades"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Mosquito net"", ""Books and reading material"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Lockbox"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Free street parking"", ""Portable heater"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, Roku, standard cable"", ""Washer"", ""Iron"", ""Wine glasses"", ""Single level home"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Freezer"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Outdoor shower"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Backyard""]",238.00,20.00,4760.00,5.00,5.00,5.00,5.00,5.00
7759,Gustavo A. Madero,19.5008200,-99.1202400,Entire serviced apartment,Entire home/apt,6,3.00,4.00,2.00,"[""65 inch TV with premium cable"", ""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Outdoor dining area"", ""Ceiling fan"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Housekeeping available from 9:00\u202fAM to 4:00\u202fPM, every day - available at extra cost"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""Free parking on premises"", ""Cleaning products"", ""Gas stove"", ""Exercise equipment"", ""Changing table - available upon request"", ""Portable heater"", ""Paid crib - available upon request"", ""Bluetooth sound system"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Shared gym in building"", ""Shower gel"", ""Bathtub"", ""Coffee"", ""Pool"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Portable air conditioning"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Movie theater"", ""Fire extinguisher"", ""Conditioner""]",2803.00,162.00,454086.00,5.00,4.96,4.93,4.94,4.98
7760,Álvaro Obregón,19.3519400,-99.1927200,Private room,Private room,1,1.00,1.00,1.00,"[""Refrigerator"", ""Kitchen"", ""Outdoor furniture"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Lock on bedroom door"", ""Carbon monoxide alarm""]",630.00,18.00,11340.00,4.86,4.71,4.86,4.71,4.86
7761,Álvaro Obregón,19.3534800,-99.1933000,Private room,Private room,1,1.00,1.00,1.00,"[""Free street parking"", ""Refrigerator"", ""Kitchen"", ""Coffee maker"", ""Cooking basics"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi"", ""TV"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Fire extinguisher""]",630.00,12.00,7560.00,5.00,4.83,4.83,4.67,5.00
7762,Tlalpan,19.2117700,-99.2121600,Entire guesthouse,Entire home/apt,2,1.00,1.00,1.00,"[""Exterior security cameras on property"", ""Refrigerator"", ""Kitchen"", ""Backyard"", ""Outdoor dining area"", ""BBQ grill"", ""Free parking on premises"", ""First aid kit"", ""Smoking allowed"", ""Pool table"", ""Fire pit"", ""Wifi"", ""Dedicated workspace"", ""Fire extinguisher"", ""TV"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Indoor fireplace""]",2500.00,0.00,0.00,5.00,4.00,5.00,5.00,5.00
7763,Álvaro Obregón,19.3467200,-99.2206700,Entire condo,Entire home/apt,4,1.00,2.00,2.00,"[""Self check-in"", ""Dining table"", ""Game console: Xbox Series X"", ""Stainless steel oven"", ""Outdoor dining area"", ""Smart lock"", ""Elevator"", ""Teka stainless steel gas stove"", ""Dedicated workspace"", ""Private patio or balcony"", ""Window guards"", ""Hot water"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""80 inch HDTV with HBO Max, Netflix, Apple TV, Amazon Prime Video, premium cable, Disney+"", ""Mountain view"", ""Body soap"", ""Kitchen"", ""Board games"", ""Cleaning products"", ""River view"", ""Park view"", ""Sound system"", ""Samsung Smart Hub refrigerator"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Garden view"", ""Shampoo"", ""Fast wifi \u2013 538 Mbps"", ""Wine glasses"", ""Iron"", ""BBQ grill"", ""Shower gel"", ""Free parking garage on premises \u2013 2 spaces"", ""Bed linens"", ""Essentials"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Exterior security cameras on property"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Dishes and silverware"", ""Cooking basics"", ""Conditioner"", ""Pets allowed""]",4304.00,0.00,0.00,5.00,4.86,4.71,4.57,5.00
7764,Cuauhtémoc,19.4224472,-99.1700668,Entire rental unit,Entire home/apt,4,2.00,2.00,2.00,"[""Pack \u2019n play/Travel crib"", ""City skyline view"", ""Heating"", ""Dining table"", ""Ceiling fan"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Private patio or balcony"", ""High chair"", ""Hot water"", ""Safe"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Kitchen"", ""Backyard"", ""Drying rack for clothing"", ""Cleaning products"", ""Free parking on premises"", ""Cleaning available during stay"", ""Fire pit"", ""Host greets you"", ""Extra pillows and blankets"", ""Gas stove"", ""TV"", ""Exercise equipment"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Iron"", ""Shared gym in building"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Crib - available upon request"", ""Outdoor furniture"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Long term stays allowed"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Coffee maker: espresso machine"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Fast wifi \u2013 197 Mbps"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Conditioner"", ""Pets allowed""]",1706.00,114.00,194484.00,4.81,4.86,4.84,4.65,4.67
7765,Cuauhtémoc,19.4051600,-99.1710300,Entire rental unit,Entire home/apt,5,3.00,3.00,2.00,"[""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Self check-in"", ""Room-darkening shades"", ""Keypad"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Books and reading material"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""Stove"", ""Cleaning products"", ""TV"", ""Oven"", ""Wine glasses"", ""Iron"", ""Bathtub"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""Cooking basics""]",1487.00,255.00,379185.00,4.67,4.71,4.87,4.73,4.52
7766,Cuauhtémoc,19.4128685,-99.1679535,Entire rental unit,Entire home/apt,5,3.00,3.00,3.50,"[""HDTV with Netflix"", ""Dining table"", ""Ceiling fan"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Private patio or balcony"", ""Window guards"", ""Hot water"", ""Mosquito net"", ""Safe"", ""Microwave"", ""Dishwasher"", ""Free driveway parking on premises \u2013 1 space"", ""Kitchen"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Cleaning products"", ""Cleaning available during stay"", ""Park view"", ""Host greets you"", ""Whirpool refrigerator"", ""Extra pillows and blankets"", ""Marshal sound system with Bluetooth and aux"", ""Portable heater"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 126 Mbps"", ""Paid street parking off premises"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Clamp on table seat high chair - available upon request"", ""Single level home"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hangers"", ""Bed linens"", ""Coffee"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""Smeg stainless steel electric stove"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Pets allowed""]",3318.00,126.00,418068.00,4.78,4.87,5.00,4.81,4.71
7767,Coyoacán,19.3482800,-99.1747300,Entire guest suite,Entire home/apt,2,1.00,1.00,1.00,"[""Room-darkening shades"", ""Coffee maker: drip coffee maker, french press"", ""Shared backyard \u2013 Fully fenced"", ""32 inch HDTV with premium cable, Disney+, Netflix"", ""Dedicated workspace"", ""Hot water"", ""Safe"", ""Books and reading material"", ""Microwave"", ""Fire extinguisher"", ""Body soap"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Cleaning available during stay"", ""Host greets you"", ""Extra pillows and blankets"", ""Free street parking"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 126 Mbps"", ""Oven"", ""Garden view"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Bathtub"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Blender"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Mini fridge"", ""Conditioner""]",992.00,60.00,59520.00,4.97,4.95,4.95,4.98,4.98
